post_id_x,topic_id,date,comment_text,pos,neg,neu,sentiment_label,post_platform_id,post_hashtag_id,post_content,post_comments,post_shares,post_likes
1305109360977992,7633,2025-10-23 08:32:04+00:00,Hoppa lekker bezig goos !!! 👍💪,80.9,8.44,10.66,positive,1,427.0,"Cappie 🎯

#TWEPSV 0-2",41,23.0,1146
1305109360977992,7634,2025-10-29 07:05:06+00:00,"Wat een gelul van het was niet goed, je moet het zien voor wat het is, een begin van een nieuw team in opbouw. Eerste wedstrijden is gewoon zorgen dat je die wint  t mooie betere voetbal komt later. Dus kritiek nu is onzinnig.",23.41,11.15,65.44,neutral,1,427.0,"Cappie 🎯

#TWEPSV 0-2",41,23.0,1146
1305109360977992,7635,2025-10-10 21:22:36+00:00,2de helft ziet er verzorgder uit mooie goal van schouten,23.58,11.64,64.78,neutral,1,427.0,"Cappie 🎯

#TWEPSV 0-2",41,23.0,1146
1305109360977992,7636,2025-10-06 11:44:19+00:00,Zakelijke overwinning !,35.94,11.91,52.16,neutral,1,427.0,"Cappie 🎯

#TWEPSV 0-2",41,23.0,1146
1305109360977992,7637,2025-10-09 04:26:55+00:00,Wat beter in de 2e helft. Scheids gaat gewoon verder. Mist van alles en nog wat,20.03,10.64,69.34,neutral,1,427.0,"Cappie 🎯

#TWEPSV 0-2",41,23.0,1146
1305109360977992,7638,2025-10-12 05:20:51+00:00,Trots op psv goed gedaan 2e helft keeper we hebben een goeie,26.73,13.33,59.95,neutral,1,427.0,"Cappie 🎯

#TWEPSV 0-2",41,23.0,1146
1305109360977992,7639,2025-10-05 20:36:52+00:00,Heerlijk binnengetrapt,23.97,13.73,62.31,neutral,1,427.0,"Cappie 🎯

#TWEPSV 0-2",41,23.0,1146
1305109360977992,7640,2025-10-04 04:42:52+00:00,So u just don’t want to make it 3 goals and save my ticket aii 😩,7.79,63.54,28.67,negative,1,427.0,"Cappie 🎯

#TWEPSV 0-2",41,23.0,1146
1305109360977992,14429,2025-10-18 08:46:54+00:00,Kwal,26.86,16.81,56.32,neutral,1,427.0,"Cappie 🎯

#TWEPSV 0-2",41,23.0,1146
1305109360977992,7642,2025-10-26 18:53:05+00:00,Joey Groothuis jij li(j)kt te veel op jouw hond!,32.17,8.25,59.58,neutral,1,427.0,"Cappie 🎯

#TWEPSV 0-2",41,23.0,1146
1305109360977992,7643,2025-10-28 23:04:30+00:00,Room Soesje hou je mond is mijn mening,17.35,10.19,72.46,neutral,1,427.0,"Cappie 🎯

#TWEPSV 0-2",41,23.0,1146
1305109360977992,7644,2025-10-31 16:45:43+00:00,Joey Groothuis rot ff op van deze site. Knuppel.,18.87,11.0,70.12,neutral,1,427.0,"Cappie 🎯

#TWEPSV 0-2",41,23.0,1146
1305109360977992,25299,2025-10-19 07:20:18+00:00,Held,26.14,10.2,63.66,neutral,1,427.0,"Cappie 🎯

#TWEPSV 0-2",41,23.0,1146
1305109360977992,7646,2025-10-27 13:25:50+00:00,This team 🔥🔥🔥🔥,83.04,8.48,8.48,positive,1,427.0,"Cappie 🎯

#TWEPSV 0-2",41,23.0,1146
1305109360977992,7647,2025-10-13 16:57:08+00:00,Vamos 🔥🔥🔥✅,68.98,7.92,23.1,positive,1,427.0,"Cappie 🎯

#TWEPSV 0-2",41,23.0,1146
1305109360977992,7648,2025-10-20 03:40:38+00:00,0:3 full time,10.13,8.57,81.3,neutral,1,427.0,"Cappie 🎯

#TWEPSV 0-2",41,23.0,1146
1305109360977992,7649,2025-10-04 02:02:49+00:00,Are we going to win the league back to back to back. I THINK SO,65.82,7.81,26.37,positive,1,427.0,"Cappie 🎯

#TWEPSV 0-2",41,23.0,1146
1301220834700178,7765,2025-10-17 06:49:35+00:00,Jammer dat wij er niet bij konden zijn had de kaartjes al wel maar werd vannacht in een keer heel ziek,22.95,15.89,61.16,neutral,1,,Today was a good day 🥰,12,7.0,699
1301220834700178,7766,2025-10-12 13:33:32+00:00,We hebben genoten alleen jammer dat er op de Noord maar 3 spelers kwamen tekeningen geven. Dat hadden ze beter kunnen splitsen. De ene helft aan een kant de andere aan de andere kant. Nu waren er kinderen die niks hadden. Heel jammer,24.12,12.02,63.85,neutral,1,,Today was a good day 🥰,12,7.0,699
1301220834700178,7767,2025-10-25 09:55:05+00:00,"Daar sluiten we ons bij aan, we hebben genoten!",22.92,9.69,67.39,neutral,1,,Today was a good day 🥰,12,7.0,699
1301220834700178,7768,2025-10-08 07:25:11+00:00,Het was lekker druk voor een training,26.16,10.73,63.11,neutral,1,,Today was a good day 🥰,12,7.0,699
1301220834700178,7769,2025-10-29 16:24:58+00:00,🤘🦅🦁👍🔥,83.1,8.45,8.45,positive,1,,Today was a good day 🥰,12,7.0,699
1301220834700178,7770,2025-10-15 22:44:15+00:00,Superb🙏🙏,83.07,8.47,8.47,positive,1,,Today was a good day 🥰,12,7.0,699
1301220834700178,7771,2025-10-08 05:20:12+00:00,Nu wat vaker de herdgang open gooien voor open trainingen,19.86,11.83,68.31,neutral,1,,Today was a good day 🥰,12,7.0,699
1301220834700178,7772,2025-10-30 10:37:48+00:00,Dennis Man ❤️💙❤️💙,82.42,8.51,9.07,positive,1,,Today was a good day 🥰,12,7.0,699
1301220834700178,7773,2025-10-06 03:41:37+00:00,Was super 🥰,83.2,8.4,8.4,positive,1,,Today was a good day 🥰,12,7.0,699
1301207954701466,7774,2025-10-15 10:57:28+00:00,Helemaal  mee eens...heel veel  succes Dennis,63.72,7.78,28.5,positive,1,,😏,17,8.0,673
1301207954701466,7775,2025-10-02 17:09:58+00:00,Roger Schijns ? Achterin is het alarm neet veurin!,19.12,12.41,68.47,neutral,1,,😏,17,8.0,673
1301207954701466,7776,2025-10-02 23:50:49+00:00,Ger Rademakers dat klopt helemaal....en hoop ook dat psv daar nog wat actie gaat ondernemen...maar als die Dennis Man er genoeg inschiet..vindt  ik dat helemaal  oke,23.08,9.75,67.17,neutral,1,,😏,17,8.0,673
1301207954701466,7777,2025-10-14 13:35:30+00:00,"Ger Rademakers achterin is het geen alarm, ze moeten gewoon beter hun positie houden en niet als doldwaze naar voren gaan want dan ben je bij een foute inspeelbal zoals tegen Sparta en ook G.H. Eagels  kwetsbaar. Bosz moet zijn restverdediging beter op orde brengen.",24.37,13.12,62.52,neutral,1,,😏,17,8.0,673
1301207954701466,7778,2025-10-03 18:28:36+00:00,Bert Opheij kijken wel als tegenstander iets sterker is! Centraal klopt t niet!,45.44,7.67,46.89,neutral,1,,😏,17,8.0,673
1301207954701466,7779,2025-10-01 00:01:06+00:00,Bert Opheij dest speelt alleen vooruit? Verdedigt hij dan? Centraal zeer zwak!!,32.48,8.04,59.48,neutral,1,,😏,17,8.0,673
1301207954701466,7780,2025-10-13 00:43:18+00:00,Mooi gezegd Dennis,26.67,15.14,58.2,neutral,1,,😏,17,8.0,673
1301207954701466,7781,2025-10-26 06:35:06+00:00,"Bun venit, Dennis!",28.84,7.81,63.35,neutral,1,,😏,17,8.0,673
1301207954701466,7782,2025-10-29 19:01:06+00:00,Echt goed speler,21.87,13.16,64.96,neutral,1,,😏,17,8.0,673
1301207954701466,7783,2025-10-02 23:28:17+00:00,Johan van den Berg Kun je me helpen een origineel Dennis Man-shirt te kopen? Weet je een website of kan ik het rechtstreeks bij het stadion kopen? AUB,15.36,8.36,76.28,neutral,1,,😏,17,8.0,673
1301207954701466,7784,2025-10-11 19:00:35+00:00,Valeriu Castaian rechtsreeks in de online webstore van PSV volgens mij,15.04,8.33,76.63,neutral,1,,😏,17,8.0,673
1301207954701466,7785,2025-10-22 05:28:48+00:00,"Johan van den Berg Ik heb het geprobeerd, maar ik kan de juiste niet vinden. Ik ga deze week naar het stadion om te winkelen. Ik woon in Turnhout, het is dichtbij.",20.87,8.12,71.01,neutral,1,,😏,17,8.0,673
1301207954701466,7786,2025-10-14 04:36:53+00:00,"Ey AZ, lees dit ff goed! 
Gaan ze over jullie nooit meer zeggen",30.1,9.57,60.33,neutral,1,,😏,17,8.0,673
1301207954701466,7787,2025-10-25 16:03:35+00:00,"Sandler halen, een linksback en een aanvallende middenvelder dan is de selectie rond",18.58,8.15,73.27,neutral,1,,😏,17,8.0,673
1301207954701466,7788,2025-10-18 15:30:53+00:00,"Mult succes Dennis Man , sper sa reușești si sa ursi tot mai sus🇷🇴🇷🇴🇷🇴",61.66,7.74,30.6,positive,1,,😏,17,8.0,673
1301207954701466,7789,2025-10-13 00:42:02+00:00,laat maar zien,13.88,20.56,65.56,neutral,1,,😏,17,8.0,673
1301022661386662,7953,2025-10-02 09:11:10+00:00,We left Parma and we are PSV 😂❤️,70.68,7.97,21.35,positive,1,,Present at training 🫡,43,8.0,1342
1301022661386662,7954,2025-10-08 11:56:02+00:00,Welcome to our wonderful team Dennis👍,83.15,8.42,8.42,positive,1,,Present at training 🫡,43,8.0,1342
1301022661386662,7955,2025-10-13 17:12:06+00:00,"Sjack Timmermans Hallo 🫣 Ik ben ook fan van PSV en ik wil graag nette, respectvolle en eerlijke mannen ontmoeten voor plezier, ontspanning en meer, Geen stress of druk, gewoon een goede sfeer 😊🫣 Voel je vrij om een pm te sturen op WhatsApp 0619096899 👍",54.31,7.61,38.08,positive,1,,Present at training 🫡,43,8.0,1342
1301022661386662,7956,2025-10-11 12:49:54+00:00,Welcome to the family,73.85,8.11,18.04,positive,1,,Present at training 🫡,43,8.0,1342
1301022661386662,7957,2025-10-06 00:12:51+00:00,"Bine ai venit, Dennis !",32.57,7.76,59.67,neutral,1,,Present at training 🫡,43,8.0,1342
1301022661386662,7958,2025-10-15 09:00:25+00:00,Welcome to our best team from the Netherlands Dennis😃,83.14,8.43,8.43,positive,1,,Present at training 🫡,43,8.0,1342
1301022661386662,7959,2025-10-20 03:28:16+00:00,Welkom bij onze mooie club,16.7,13.75,69.55,neutral,1,,Present at training 🫡,43,8.0,1342
1301022661386662,7960,2025-10-11 23:28:15+00:00,"Welcome, Dennis.",76.77,8.23,15.0,positive,1,,Present at training 🫡,43,8.0,1342
1301022661386662,7962,2025-10-09 14:52:20+00:00,Mooi man,27.43,14.23,58.33,neutral,1,,Present at training 🫡,43,8.0,1342
1301022661386662,7962,2025-10-25 21:30:45+00:00,Mooi man,27.43,14.23,58.33,neutral,1,,Present at training 🫡,43,8.0,1342
1301022661386662,7963,2025-10-27 14:02:34+00:00,Dennis The Menace 💪🏻❤🏐,68.09,7.91,24.01,positive,1,,Present at training 🫡,43,8.0,1342
1301022661386662,7964,2025-10-08 06:43:59+00:00,Willie V Keppelen Dennis de Bengel,16.14,8.21,75.65,neutral,1,,Present at training 🫡,43,8.0,1342
1301022661386662,7965,2025-10-30 13:12:59+00:00,Die moet naar de kapper matje?,11.5,17.68,70.82,neutral,1,,Present at training 🫡,43,8.0,1342
1301022661386662,7967,2025-10-29 16:49:42+00:00,Welkom Dennis,29.5,7.85,62.65,neutral,1,,Present at training 🫡,43,8.0,1342
1301022661386662,7967,2025-10-31 12:11:29+00:00,Welkom Dennis,29.5,7.85,62.65,neutral,1,,Present at training 🫡,43,8.0,1342
1301022661386662,7968,2025-10-19 21:35:55+00:00,pav kampioene,15.54,16.99,67.47,neutral,1,,Present at training 🫡,43,8.0,1342
1301022661386662,7969,2025-10-27 19:02:26+00:00,"Luuk Geraats, Max heeft zijn haren ff zwart geverfd",19.12,8.17,72.71,neutral,1,,Present at training 🫡,43,8.0,1342
1301022661386662,7970,2025-10-10 21:53:18+00:00,The Man,51.49,7.68,40.83,positive,1,,Present at training 🫡,43,8.0,1342
1301022661386662,7971,2025-10-13 01:27:18+00:00,"Frank van der Woude Hallo 🫣 Ik ben ook fan van PSV en ik wil graag nette, respectvolle en eerlijke mannen ontmoeten voor plezier, ontspanning en meer, Geen stress of druk, gewoon een goede sfeer 😊🫣 Voel je vrij om een pm te sturen op WhatsApp 0619096899 👍",52.9,7.59,39.5,positive,1,,Present at training 🫡,43,8.0,1342
1301022661386662,20680,2025-10-05 02:36:57+00:00,"You're welcome bro but Remember, He Who Peels Groundnuts For A Blind Man Must Be Whistling All The Time To Prove That He Is Not Eating Them😜",32.81,13.49,53.7,neutral,1,,Present at training 🫡,43,8.0,1342
1301022661386662,7973,2025-10-25 23:41:35+00:00,The MAN!!,77.37,8.25,14.38,positive,1,,Present at training 🫡,43,8.0,1342
1301022661386662,7974,2025-10-22 03:32:38+00:00,Dennis Man 💪👏♥️,83.03,8.49,8.49,positive,1,,Present at training 🫡,43,8.0,1342
1301022661386662,7975,2025-10-07 09:23:25+00:00,Ionut Stelian Feher Welcome to join the conversation at PSV Eindhoven International,47.66,7.53,44.81,positive,1,,Present at training 🫡,43,8.0,1342
1301022661386662,7976,2025-10-06 19:24:51+00:00,Joey van der Hart 💪👏♥️,80.12,8.37,11.51,positive,1,,Present at training 🫡,43,8.0,1342
1301022661386662,7977,2025-10-14 14:05:29+00:00,❤️🤍💪🤍❤️,82.93,8.53,8.53,positive,1,,Present at training 🫡,43,8.0,1342
1301022661386662,7978,2025-10-13 06:53:41+00:00,"Jeroen Engelen Hallo 🫣 Ik ben ook fan van PSV en ik wil graag nette, respectvolle en eerlijke mannen ontmoeten voor plezier, ontspanning en meer, Geen stress of druk, gewoon een goede sfeer 😊🫣 Voel je vrij om een pm te sturen op WhatsApp 0619096899 👍",52.67,7.6,39.74,positive,1,,Present at training 🫡,43,8.0,1342
1301022661386662,7979,2025-10-29 12:30:07+00:00,Is dit de nieuwe Man?,14.43,11.14,74.43,neutral,1,,Present at training 🫡,43,8.0,1342
1301022661386662,7980,2025-10-22 08:08:48+00:00,Welkom Dennis👊,79.92,8.38,11.7,positive,1,,Present at training 🫡,43,8.0,1342
1300112508144344,8445,2025-10-06 19:56:47+00:00,IVAN PERISIC BESTE 1 goal 2 assist,51.95,7.6,40.45,positive,1,419.0,"Your highlight of the game? 🗣️

#PSVSPA",9,3.0,232
1300112508144344,8446,2025-10-05 14:28:09+00:00,Dario-Monique Pestic,17.71,8.17,74.11,neutral,1,419.0,"Your highlight of the game? 🗣️

#PSVSPA",9,3.0,232
1300112508144344,8447,2025-10-09 19:15:17+00:00,Super 1 goal langs de lijn DAB + home,43.66,7.56,48.78,neutral,1,419.0,"Your highlight of the game? 🗣️

#PSVSPA",9,3.0,232
1300112508144344,8448,2025-10-09 11:19:19+00:00,Jan Kersten,17.18,10.97,71.85,neutral,1,419.0,"Your highlight of the game? 🗣️

#PSVSPA",9,3.0,232
1300112508144344,8449,2025-10-10 20:45:33+00:00,Luciano Gatto no thanks I have money,17.29,30.86,51.85,neutral,1,419.0,"Your highlight of the game? 🗣️

#PSVSPA",9,3.0,232
1300112508144344,8450,2025-10-07 22:42:30+00:00,Jan Kersten I don’t understand,7.78,63.64,28.58,negative,1,419.0,"Your highlight of the game? 🗣️

#PSVSPA",9,3.0,232
1298877614934500,8757,2025-10-12 05:04:05+00:00,❤️❤️3-1psv win,78.43,8.3,13.27,positive,1,419.0,Heating up 🔥��#PSVSPA,6,4.0,284
1298877614934500,8758,2025-10-27 23:44:43+00:00,Win for slipp,33.84,12.75,53.42,neutral,1,419.0,Heating up 🔥��#PSVSPA,6,4.0,284
1298877614934500,8759,2025-10-17 07:20:12+00:00,Dave Muriithi Jr. Score right now please,32.4,9.18,58.42,neutral,1,419.0,Heating up 🔥��#PSVSPA,6,4.0,284
1298877614934500,8760,2025-10-01 16:00:54+00:00,Alassane Traore 2 nil feyenoord leading,11.69,8.47,79.84,neutral,1,419.0,Heating up 🔥��#PSVSPA,6,4.0,284
1298877614934500,8761,2025-10-16 17:25:35+00:00,Dave Muriithi Jr. Thanks,55.13,7.61,37.25,positive,1,419.0,Heating up 🔥��#PSVSPA,6,4.0,284
1305006290988299,8762,2025-10-15 11:31:36+00:00,Where is Dennis Man ?😕,7.69,59.71,32.6,negative,1,427.0,"Our XI for the away clash ⚡️

#TWEPSV",60,39.0,1182
1305006290988299,8763,2025-10-02 17:50:38+00:00,Florin Gherasim invaller komt goed,25.31,10.86,63.83,neutral,1,427.0,"Our XI for the away clash ⚡️

#TWEPSV",60,39.0,1182
1305006290988299,8764,2025-10-27 12:23:33+00:00,Florin Gherasim he is hiding himself he's afraid to play,7.77,61.96,30.26,negative,1,427.0,"Our XI for the away clash ⚡️

#TWEPSV",60,39.0,1182
1305006290988299,8765,2025-10-08 01:19:21+00:00,Angeline Krijnse Locker 👌👈,21.91,8.0,70.09,neutral,1,427.0,"Our XI for the away clash ⚡️

#TWEPSV",60,39.0,1182
1305006290988299,8766,2025-10-06 17:51:36+00:00,Come on PSV!!❤️🤍💪💪,83.13,8.44,8.44,positive,1,427.0,"Our XI for the away clash ⚡️

#TWEPSV",60,39.0,1182
1305006290988299,8767,2025-10-05 04:28:07+00:00,Let’s go for win 🏆 guys ❤️,83.1,8.45,8.45,positive,1,427.0,"Our XI for the away clash ⚡️

#TWEPSV",60,39.0,1182
1305006290988299,8768,2025-10-29 15:03:33+00:00,Succes💪,80.86,8.44,10.71,positive,1,427.0,"Our XI for the away clash ⚡️

#TWEPSV",60,39.0,1182
1305006290988299,8769,2025-10-04 03:27:00+00:00,"De beste opstelling, wellicht was ik persoonlijk begonnen met Guus. Maar blijf vertrouwen in Saibari houden.

Hopen dat Pepi snel 100% fit is zodat we nog meer mogelijkheden krijgen",32.87,8.24,58.9,neutral,1,427.0,"Our XI for the away clash ⚡️

#TWEPSV",60,39.0,1182
1305006290988299,23332,2025-10-28 14:45:13+00:00,❤️🤍❤️🤍❤️,82.98,8.51,8.51,positive,1,427.0,"Our XI for the away clash ⚡️

#TWEPSV",60,39.0,1182
1305006290988299,8771,2025-10-28 05:39:22+00:00,Succes 💪🏼,83.0,8.5,8.5,positive,1,427.0,"Our XI for the away clash ⚡️

#TWEPSV",60,39.0,1182
1305006290988299,8772,2025-10-13 22:51:15+00:00,Zet hem op psv 💯,26.55,7.94,65.51,neutral,1,427.0,"Our XI for the away clash ⚡️

#TWEPSV",60,39.0,1182
1305006290988299,8773,2025-10-20 00:11:28+00:00,Wat een smerige overtreding van die proper zeg! Mag blij zijn dat die daar geen rood voor krijgt.. en dan gaan lopen janken dat die geel krijgt door de bal mee te nemen.,23.97,10.63,65.39,neutral,1,427.0,"Our XI for the away clash ⚡️

#TWEPSV",60,39.0,1182
1305006290988299,8774,2025-10-12 20:46:15+00:00,Lorenzo van den Bergh ging voor de bal. Was geen overtreding. Maar spijkerhard was hij wel,19.55,8.19,72.26,neutral,1,427.0,"Our XI for the away clash ⚡️

#TWEPSV",60,39.0,1182
1305006290988299,8775,2025-10-31 07:00:48+00:00,Jordy van Els is maar net hoe je t wil zien.. of je nu de bal pakt en de man zo ongekend meeneemt kan je niet onbestraft laten.,18.77,12.8,68.43,neutral,1,427.0,"Our XI for the away clash ⚡️

#TWEPSV",60,39.0,1182
1305006290988299,8776,2025-10-19 20:51:07+00:00,Lorenzo van den Bergh hij heeft gewoon eerst de bal. Dus hoe je het ook wendt of keert het is geen overtreding.,24.52,10.03,65.45,neutral,1,427.0,"Our XI for the away clash ⚡️

#TWEPSV",60,39.0,1182
1305006290988299,8777,2025-10-05 23:28:38+00:00,"Jordy van Els dus zo lang ik de bal maar eerst raak, mag ik iemand gewoon t ziekenhuis in janken. Boeie, was toch op de bal",20.61,8.85,70.54,neutral,1,427.0,"Our XI for the away clash ⚡️

#TWEPSV",60,39.0,1182
1305006290988299,8778,2025-10-12 00:22:10+00:00,Ik wil Til en Sildillia,18.49,12.8,68.71,neutral,1,427.0,"Our XI for the away clash ⚡️

#TWEPSV",60,39.0,1182
1305006290988299,8779,2025-10-14 06:02:15+00:00,Michael Ilsen ik wil zoveel...,16.27,8.31,75.42,neutral,1,427.0,"Our XI for the away clash ⚡️

#TWEPSV",60,39.0,1182
1305006290988299,8780,2025-10-21 20:59:27+00:00,Van Gaal Ton mauro en saibari.,13.55,10.79,75.66,neutral,1,427.0,"Our XI for the away clash ⚡️

#TWEPSV",60,39.0,1182
1305006290988299,8781,2025-10-27 03:04:57+00:00,Van Gaal Ton goed dat jij ook niets te zeggen hebt.,26.58,7.97,65.46,neutral,1,427.0,"Our XI for the away clash ⚡️

#TWEPSV",60,39.0,1182
1305006290988299,8782,2025-10-02 07:47:29+00:00,Succes PSV 💪💪,81.7,8.47,9.83,positive,1,427.0,"Our XI for the away clash ⚡️

#TWEPSV",60,39.0,1182
1305006290988299,22568,2025-10-30 04:10:02+00:00,🍀🍀🍀,78.97,8.33,12.71,positive,1,427.0,"Our XI for the away clash ⚡️

#TWEPSV",60,39.0,1182
1305006290988299,8784,2025-10-03 07:48:34+00:00,Joey’s laatste wedstrijd. -> Bournemouth,12.45,8.44,79.1,neutral,1,427.0,"Our XI for the away clash ⚡️

#TWEPSV",60,39.0,1182
1305006290988299,8785,2025-10-16 19:01:05+00:00,"1-4 van Bommel, Perisic, Saibari en Till.",9.72,8.49,81.79,neutral,1,427.0,"Our XI for the away clash ⚡️

#TWEPSV",60,39.0,1182
1305006290988299,8786,2025-10-16 11:33:03+00:00,Jullie kunnen het veel plezier 🤩 en laat ons genieten 💪🏻🫶🏻⚽️,83.0,8.5,8.5,positive,1,427.0,"Our XI for the away clash ⚡️

#TWEPSV",60,39.0,1182
1305006290988299,8787,2025-10-21 14:38:10+00:00,De KNVB heeft de grootste kneus in het zwart die ze hadden naar Enschede gestuurd.,22.68,9.85,67.48,neutral,1,427.0,"Our XI for the away clash ⚡️

#TWEPSV",60,39.0,1182
1305006290988299,37131,2025-10-01 15:01:25+00:00,Come on boys,57.26,9.48,33.26,positive,1,427.0,"Our XI for the away clash ⚡️

#TWEPSV",60,39.0,1182
1305006290988299,8789,2025-10-23 22:24:20+00:00,Gewoon geen zwakke schakels,14.87,18.1,67.03,neutral,1,427.0,"Our XI for the away clash ⚡️

#TWEPSV",60,39.0,1182
1305006290988299,8790,2025-10-10 00:31:30+00:00,Kovář 🇨🇿 komm op PSV!!!,50.6,7.59,41.81,positive,1,427.0,"Our XI for the away clash ⚡️

#TWEPSV",60,39.0,1182
1305006290988299,8791,2025-10-29 19:24:01+00:00,Ineke Vd Klis Je bent gehackt,19.43,14.35,66.22,neutral,1,427.0,"Our XI for the away clash ⚡️

#TWEPSV",60,39.0,1182
1305006290988299,8792,2025-10-21 15:29:30+00:00,Succes.  Logische opstelling,57.28,7.71,35.01,positive,1,427.0,"Our XI for the away clash ⚡️

#TWEPSV",60,39.0,1182
1305006290988299,8793,2025-10-10 07:31:37+00:00,Man 2e helft maar in de spits?,10.9,13.16,75.94,neutral,1,427.0,"Our XI for the away clash ⚡️

#TWEPSV",60,39.0,1182
1305006290988299,8794,2025-10-22 20:50:30+00:00,We gaan weer Winnen 🥇,54.12,7.59,38.29,positive,1,427.0,"Our XI for the away clash ⚡️

#TWEPSV",60,39.0,1182
1305006290988299,8795,2025-10-22 18:36:28+00:00,Magertjes zonder een reservespits,22.33,12.66,65.0,neutral,1,427.0,"Our XI for the away clash ⚡️

#TWEPSV",60,39.0,1182
1305006290988299,8796,2025-10-28 04:02:29+00:00,Ruben Montero Schreuder till kan ook spits zonodig maar voor lange termijn ben ik met je eens,17.44,9.59,72.97,neutral,1,427.0,"Our XI for the away clash ⚡️

#TWEPSV",60,39.0,1182
1305006290988299,8797,2025-10-17 14:07:24+00:00,Elroy van Os aan noodverbanden aanleggen heeft PSV niks.. geen 100% zekerheid voor Pepi; een stand inkopen/huren.,23.02,8.02,68.96,neutral,1,427.0,"Our XI for the away clash ⚡️

#TWEPSV",60,39.0,1182
1305006290988299,8798,2025-10-20 05:16:26+00:00,Ruben Montero Schreuder waarom niet robin van duiven op de bank? Snap ik niet,13.04,13.63,73.32,neutral,1,427.0,"Our XI for the away clash ⚡️

#TWEPSV",60,39.0,1182
1305006290988299,8799,2025-10-21 04:46:37+00:00,Komaaan mannen❤️💀,41.05,12.01,46.94,neutral,1,427.0,"Our XI for the away clash ⚡️

#TWEPSV",60,39.0,1182
1305006290988299,8800,2025-10-18 08:22:48+00:00,Gas geven en winnen! Come on PSV!,53.5,8.86,37.64,positive,1,427.0,"Our XI for the away clash ⚡️

#TWEPSV",60,39.0,1182
1305006290988299,8801,2025-10-20 18:31:36+00:00,Winnen ndj,17.51,9.62,72.87,neutral,1,427.0,"Our XI for the away clash ⚡️

#TWEPSV",60,39.0,1182
1305006290988299,8802,2025-10-08 15:46:45+00:00,Waarom zit tilman op de bank?,17.23,12.88,69.89,neutral,1,427.0,"Our XI for the away clash ⚡️

#TWEPSV",60,39.0,1182
1305006290988299,17354,2025-10-04 02:35:10+00:00,𝗢𝗿𝗮𝗻𝗷𝗲 𝗩𝗼𝗲𝘁𝗯𝗮𝗹 𝗧𝗩,13.34,20.17,66.5,neutral,1,427.0,"Our XI for the away clash ⚡️

#TWEPSV",60,39.0,1182
1305006290988299,8805,2025-10-01 11:35:23+00:00,Gas erop,22.93,16.07,61.0,neutral,1,427.0,"Our XI for the away clash ⚡️

#TWEPSV",60,39.0,1182
1305006290988299,8805,2025-10-28 09:07:30+00:00,Gas erop,22.93,16.07,61.0,neutral,1,427.0,"Our XI for the away clash ⚡️

#TWEPSV",60,39.0,1182
1305006290988299,8806,2025-10-27 09:35:01+00:00,🍀🍀🍀🍀🍀,77.13,8.24,14.64,positive,1,427.0,"Our XI for the away clash ⚡️

#TWEPSV",60,39.0,1182
1305006290988299,8807,2025-10-20 14:31:15+00:00,"1-4 til, perisic, saibari, plea",18.19,8.2,73.61,neutral,1,427.0,"Our XI for the away clash ⚡️

#TWEPSV",60,39.0,1182
1305006290988299,8808,2025-10-05 01:19:16+00:00,Waar is pepi 🤣🤣,24.89,16.44,58.67,neutral,1,427.0,"Our XI for the away clash ⚡️

#TWEPSV",60,39.0,1182
1305006290988299,43333,2025-10-01 18:34:07+00:00,Let's go,47.04,8.49,44.47,positive,1,427.0,"Our XI for the away clash ⚡️

#TWEPSV",60,39.0,1182
1305006290988299,17669,2025-10-02 12:10:01+00:00,Win,56.68,10.18,33.14,positive,1,427.0,"Our XI for the away clash ⚡️

#TWEPSV",60,39.0,1182
1305006290988299,8811,2025-10-31 16:04:31+00:00,"Hier is de link om het te streamen:
‎🔴 🎥 𝗢𝗿𝗮𝗻𝗷𝗲 𝗩𝗼𝗲𝘁𝗯𝗮𝗹 𝗧𝗩",12.55,9.09,78.36,neutral,1,427.0,"Our XI for the away clash ⚡️

#TWEPSV",60,39.0,1182
1305006290988299,8812,2025-10-09 11:36:25+00:00,"SAIBARI nog een kans ,anders TIL erin",16.93,9.99,73.08,neutral,1,427.0,"Our XI for the away clash ⚡️

#TWEPSV",60,39.0,1182
1315401766615418,8883,2025-10-06 03:15:10+00:00,I guess 2 goals and MOTM gets you benched at PSV.🙃,7.65,50.74,41.61,negative,1,420.0,"Our ⭐️ting line-up for tonight! 🗞️

#PSVTEL",142,32.0,900
1315401766615418,8884,2025-10-26 04:08:08+00:00,Selver Ademović its takes more to be a starter at psv 👏 prove yourself day in day out,70.03,7.97,21.99,positive,1,420.0,"Our ⭐️ting line-up for tonight! 🗞️

#PSVTEL",142,32.0,900
1315401766615418,8885,2025-10-28 20:20:36+00:00,"Marijn Van Helmondt You need opportunities for that, you can’t do that if not given a chance.",13.21,34.98,51.81,neutral,1,420.0,"Our ⭐️ting line-up for tonight! 🗞️

#PSVTEL",142,32.0,900
1315401766615418,8886,2025-10-03 14:19:48+00:00,Selver Ademović Pusti glupana treba se dokazat a Man kao dokazan nista nije pokazao momak da 2 gola rjesi utakmicu i opet klupa 🇧🇦,16.74,8.86,74.4,neutral,1,420.0,"Our ⭐️ting line-up for tonight! 🗞️

#PSVTEL",142,32.0,900
